datetime,open,high,low,close,volume
2025-01-17 03:45:00,22803.95,22839.3,22735.75,22770.0,0
2025-01-17 03:50:00,22761.15,22776.65,22721.1,22735.1,0
2025-01-17 03:55:00,22736.75,22756.95,22716.1,22753.3,0
2025-01-17 04:00:00,22754.3,22785.9,22738.25,22776.95,0
2025-01-17 04:05:00,22776.45,22776.45,22689.6,22693.45,0
2025-01-17 04:10:00,22694.0,22694.65,22662.95,22676.25,0
2025-01-17 04:15:00,22675.85,22687.7,22656.7,22683.95,0
2025-01-17 04:20:00,22681.55,22711.8,22674.2,22702.9,0
2025-01-17 04:25:00,22702.05,22726.8,22690.25,22719.95,0
2025-01-17 04:30:00,22718.25,22721.75,22678.95,22688.55,0
2025-01-17 04:35:00,22689.15,22701.1,22679.95,22688.2,0
2025-01-17 04:40:00,22689.45,22692.4,22668.75,22670.25,0
2025-01-17 04:45:00,22670.45,22687.9,22664.5,22686.05,0
2025-01-17 04:50:00,22684.65,22699.85,22677.05,22677.55,0
2025-01-17 04:55:00,22675.2,22706.85,22669.9,22703.6,0
2025-01-17 05:00:00,22705.45,22705.45,22667.55,22669.0,0
2025-01-17 05:05:00,22667.1,22671.25,22622.95,22635.4,0
2025-01-17 05:10:00,22635.15,22645.5,22617.55,22618.05,0
2025-01-17 05:15:00,22620.2,22628.75,22573.4,22575.95,0
2025-01-17 05:20:00,22577.15,22577.35,22555.9,22560.75,0
2025-01-17 05:25:00,22561.1,22562.45,22521.9,22527.0,0
2025-01-17 05:30:00,22528.55,22547.45,22518.5,22526.9,0
2025-01-17 05:35:00,22526.7,22572.55,22518.3,22566.65,0
2025-01-17 05:40:00,22566.65,22573.4,22553.85,22560.5,0
2025-01-17 05:45:00,22562.35,22581.45,22560.6,22575.25,0
2025-01-17 05:50:00,22573.95,22577.1,22552.1,22574.35,0
2025-01-17 05:55:00,22574.6,22585.1,22568.1,22575.1,0
2025-01-17 06:00:00,22574.85,22615.9,22565.05,22610.45,0
2025-01-17 06:05:00,22611.15,22612.25,22585.75,22586.8,0
2025-01-17 06:10:00,22586.15,22595.85,22582.35,22586.6,0
2025-01-17 06:15:00,22585.75,22587.1,22562.6,22566.8,0
2025-01-17 06:20:00,22566.7,22599.8,22565.3,22584.0,0
2025-01-17 06:25:00,22584.05,22595.2,22579.6,22592.65,0
2025-01-17 06:30:00,22592.5,22642.9,22579.65,22608.8,0
2025-01-17 06:35:00,22608.9,22622.2,22590.75,22619.95,0
2025-01-17 06:40:00,22617.9,22620.7,22601.05,22609.8,0
2025-01-17 06:45:00,22609.25,22649.65,22595.7,22648.85,0
2025-01-17 06:50:00,22650.0,22657.0,22619.45,22623.05,0
